,Abstract Text,Fatal,Fault,Job,Incident Severity,Cause,COMMENT1
407,,unknown,employee,agriculture,2,misuse,"At 10:45 a.m. on April 11, 2017, an employee was operating a 72 inch zero turn lawn mower. During use of the mower on a steep incline, it overturned. The employee fell to the ground and a portion of the mower struck him, resulting in fractures to his left leg and ribs, as well as damage to his spleen. He was hospitalized and received treatment for his injuries. The incident investigation revealed that although rollover-protection was used, the employee was not wearing a seat belt. "
408,,unknown,employee,manufacturing,5,misuse,"At 10:15 a.m. on April 11, 2017, an employee was removing a rack from an oven when it overturned and crushed him beneath. The employee sustained a dislocated hip, nerve damage, as well as fractures to his hip and ankle, which he was hospitalized and received treatment. "
409,,yes,employee,manufacturing,5,misuse,"At 10:45 a.m. on April 11, 2017, an employee was using a Hobart Vertical bandsaw to cut thin portions of steak.  During cutting, a portion of bone became caught and the employees left hand contacted the saw blade. The employee was hospitalized, were he was treated for an amputated left middle finger. "
410,,yes,employee,manufacturing,5,misuse,"At 9:00 a.m. on April 11, 2017, an employee was using a 12 inch magnet with a hook lifting device, to transfer steel sheets into a surface grinder. As the employee lifted two steel sheets measuring 18 inched by 18 inches and was blowing them off with compressed air before placement onto the surface grinder table, one came loose and fell. The falling steel sheet landed on the air wand that the employee was using to blow compressed air. His right index finger was crushed, resulting in its partial amputation. "
411,,yes,company,manufacturing,5,equipmentmalf,"At 9:15 p.m. on April 11, 2017, an employee was operating a 66 ton hydraulic brake press to bend side panels. While shaping the metal part, the employee's right hand came into contact with the dies of the press. Two fingers were crushed, resulting in their amputation. The employee was hospitalized and treated for his injury. "
412,,unknown,employee,construction,2,slip,"At 8:15 a.m. on April 11, 2017, Employee #1, a lead plumber employed by a plumbing company, was working at a job site.  After disconnecting a rooftop boiler, he began to descend a fixed ladder.  He was wearing latex gloves and carrying a plastic bag as he climbed down.  Employee #1 lost his grip and fell from the ladder, a fall height of 13 to 14 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fractured right ankle. "
413,,yes,employee,manufacturing,2,humanerror,"At 7:45 a.m. on April 11, 2017, an employee was assisting a coworker to clean a work area that contained scrap cardboard. While the coworker operated a forklift to load the scrap cardboard into the conveyer of a baling machine, the employee was on foot picking up scrap material. As the coworker put the forklift into reverse and began backing up, the employee was struck by the forklift. The employee sustained a broken leg, which he was hospitalized and received treatment. The incident investigation revealed that the backup alarm and strobe light of the forklift were in use at the time of the incident. "
414,,yes,employee,manufacturing,5,misuse,"At 7:00 a.m. on April 11, 2017, an employee was operating an assembly press machine. As the employee placed parts on the equipment's turn table and actuated the press, the glove on his left hand became caught by the turn table. His left index finger was pulled into the air cylinder of the press, resulting in its amputation. The employee was hospitalized and received treatment for his injury. "
415,,yes,employee,construction,5,misuse,"At 3:30 p.m. on April 11, 2017, Employee #1, employed by a building insulation company, was working at a construction site for a two-story residential building.  He was working from a mobile scaffold and installing insulation in the joists of a ceiling.  The scaffold tipped, and Employee #1 fell. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for fractures to his pelvis and leg. "
416,,yes,company,construction,1,fall,"At 3:45 p.m. on April 11, 2017, an employee was working on the roof on a single story, single family home which included but was not limited to stapling down the roof rubber material. The employee was working on the edge of the roof approximately 11 feet above concrete and fell off the roof, striking his head on the concrete.  Coworkers contacted Emergency Medical Services and began basic first aid treatment.  The employee was later pronounced dead due to a subdural hemotoma. "
417,,yes,employee,construction,1,falls,"At 3:45 p.m. on April 11, 2017, an employee was taking measurements for a trim board of the dormer on the 12 by 12 pitch roof.  The employee fell 26 feet to the ground before continuing the fall another 10 feet to the bottom of a basement window egress pit.  The employee was killed. "
418,,yes,employee,construction,5,unknown,"At 3:30 a.m. on April 11, 2017, Employee #1 was preparing to sand a work piece on a lathe. The employee's glove was pulled into the rotating lathe, amputating two of his fingers. "
419,,yes,company,construction,5,electrocution,"At 3:52 p.m. on April 11, 2017, an employee was on the operator's station atop the Weiler E1250A material transfer vehicle, serial number 1063, to push a Western dump truck, model 4964F, loaded with asphalt.  The employee was on the roof of a building guiding a coworker who was laying a second asphalt coating down on a 2-lane road.  The coworker had the dump truck's bed raised to it's highest level of approximately 21 feet.  The employee signaled to the coworker to lower the bed as it passed under some overhead power lines; however, the upper portion of the bed had already hit them.  The power lines were pulled forward approximately 15-18 feet and broke.  The employee was electrocuted when the primary power line fell on top of the employee. power line fell on top of the employee."
420,,yes,company,manufacturing,5,negligence,"At 3:15 p.m. on April 11, 2017, an employee was walking along the side of a forklift to guide bundles of 20 feet long copper pipe that was hanging from its boom. During movement, the forklift driver stopped the vehicle momentarily. As the forklift began moving again, the vehicles wheels ran over one of his feet. The employee's foot and lower leg were crushed, resulting in multiple fractures and ripped flesh, which he was hospitalized and received treatment. "
421,,unknown,employee,construction,5,misuse,"At 2:00 p.m. on April 11, 2017, Employee #1, employed by a construction company, was working at a bridge girder replacement project.  Employee #1 was removing the lattice pins from a lattice boom crane when the lattice section fell and struck him.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for fractures to both legs and a spinal disk. "
422,,yes,company,construction,1,equipmentmalf,"At 2:00 p.m. on April 14, 2017, an employee was assisting a coworker with setting up a hook tender.  The employee was struck by the stump that was being used as an anchor point and the stump flew up, releasing the tension on the skyline.  The employee was killed when he was struck by the stump and the skyline. "
423,,yes,company,construction,1,electrocution,"At 2:00 p.m. on April 11, 2017, an employee was pressure washing the side of a building from a lift and was found unresponsive by management personnel.  The employee had taken an electric shock to his body and was killed by electrocution.  The lift was raised to be within 10 feet from the overhead power lines. "
424,,yes,employee,manufacturing,5,humanerror,"At 2:15 p.m. on April 11, 2017, an employee was using a planer to shave a 4 inch diameter round piece of plywood that was between one-quarter inch and one-half inch thick. As the employee used his hands to apply pressure to the piece of plywood as it passed over the planer blade, the wood piece skipped over the blade. The employee's fingers contacted the blade, resulting in the amputation of his right middle finger, as well as lacerations to his index and ring fingers on the same hand. The employee was hospitalized and received treatment for his injuries. "
425,,no,employee,construction,3,misuse,"At 2:45 p.m. on April 11, 2017, Employee #1, employed by a construction company, was working in a trench and connecting a mainline water pipe.  He installed a 90-degree elbow.  The water pipe was charged, and the elbow blew, flooding the trench and causing it to cave in.  Employee #1 became trapped knee deep in the trench.  Emergency services were called, and the fire department responded.  Emergency responders removed Employee #1 from the trench.  Employee #1 was trapped for 30 minutes before rescue but did not sustain injury and did not require hospitalization. "
426,,unknown,other,construction,5,unknown,"At 1:00 p.m. on April 11, 2017, an employee was using a spatula to break up dried Tetrazene that was lying inside the vacuum receiver. The employee was standing over the vacuum receiver when the Tetrazene exploded, killing the employee. "
427,,yes,employee,construction,5,misuse,"At 1:59 p.m. on April 11, 2017, Employee #1, a residential installer/technician employed by a telecommunications contractor, was installing a cable for a residential building.  He was working from a 28-foot Werner fiberglass extension ladder when he lost balance and fell to the asphalt street surface, a fall height of approximately 22 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for severe skull fractures and head trauma, a fractured ankle, a fractured wrist, a punctured lung, and significant bleeding.  The subsequent investigation determined that Employee #1 had been wearing his climbing belt but had not utilized the belt's lanyard/safety straps. "
428,,yes,employee,construction,2,misuse,"At 1:30 p.m. on April 11, 2017, Employee #1 and Coworker #1, employed by an electrical contractor, were working with electrical cable at a job site. Employee #1 was sizing and holding the electrical cable as Coworker #1 operated a manual cable lopper to cut the cable.  The lopper blade came in contact with Employee #1's right thumb.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a laceration to the right thumb that later resulted in an amputation of the thumb tip. "
429,,yes,employee,manufacturing,5,misuse,"At 1:15 a.m. on April 11, 2017, Employee #1 entered a lockout-required area, guarded by a five foot tall fence, while the equipment was running. The employee proceeded to clear out a veneer plug up from the un-loader. Employee #1's hand came in contact with a rotating chain and sprocket, amputating his middle and index finger on his left hand. "
430,,yes,company,construction,5,unknown,"At 1:00 p.m. on April 11, 2017, an employee was vacuuming and breaking up some tetrazine.  The employee was killed when an explosion occurred that blew out the frangible wall and damaged equipment within the room. "
431,,unknown,employee,construction,3,misuse,"At 1:00 p.m. on April 11, 2017, an employee was working from an aerial lift to pressure wash a residence. After washing the side of the residence, the employee maneuvered the aerial lift, with its boom extended, up the driveway toward the garage. The basket of the lift struck a height level warning sign, resulting in the employee sustaining broken ribs and abrasions to his back. A coworker witnessed the incident and contacted emergency services and worked to release the employee from being pinned between the basket and the sign. The employee was taken to a nearby hospital, where he received treatment for his injuries. "
432,,yes,employee,construction,5,fall,"At 12:45 p.m. on April 10, 2017, Employee #1 had his ladder set up to clean the HVAC coil on the top of the cafeteria. The employee fell from the ladder, fracturing his left heel and right tibia. Employee #1 was hospitalized for his injuries. "
433,,unknown,employee,manufacturing,5,electrocution,"At 12:30 p.m. on April 10, 2017, Employee #1 was trying to find the source of the power outage at the pump house. The employee began testing fuses to determine if the panel box was the source of the problem. Employee #1 touched a fuse in a 480-volt electrical panel that was energized and sustained an electrical shock and burns to his right and left thumbs. The employee was hospitalized for his injuries. "
434,,unknown,employee,construction,2,misstep,"At 12:00 p.m. on April 10, 2017, Employee #1, employed by a construction company, was working at a construction site.  He was climbing down a ladder when the ladder shifted and Employee #1 fell.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for rib fractures and head injuries. "
435,,yes,employee,manufacturing,5,misuse,"At 11:30 a.m. on April 10, 2017, Employee #1, an electrician employed by an electrical services company, was working from a Genie scissor lift extended more than 10 feet above the ground.  He was inspecting high bay light fixtures to determine which one was flickering.  Employee #1 attempted to disconnect the relock safety connector which serviced the light fixture and thereby de-energize the ballast.  He was squeezing the safety connector when it became stuck and began to spark and arch.  A fire ensued.  Employee #1 sustained an electric shock that entered at his left hand's index finger.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for an electric shock. "
436,,yes,employee,construction,5,falls,"At 11:15 p.m. on April 10, 2017, Employee #1, employed by a plumbing/heating/air conditioning company, was performing preventive maintenance on rooftop air conditioning units at a commercial building.  He was walking back and forth across the roof and performing his regular duties when he fell through a skylight and landed on a concrete floor, a fall height of 19 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for severe internal injuries, including a lacerated liver, a punctured lung, head trauma, and neck injuries. The subsequent investigation determined that Employee #1 had not been using any fall protection. "
437,,unknown,employee,manufacturing,2,humanerror,"At 11:00 a.m. on April 10, 2017, Employee #1 was fueling a forklift cylinder with propane. The nozzle valve was bumped open when the nozzle reel retracted the fuel hose.  When the employee noticed that the valve was open, he went to shut it off. The employee was wearing personal protective equipment, but had removed it when the fueling was complete. The gas cloud ignited upon touch, and Employee #1 sustained second degree burns to his arms, neck and face. Employee #1 was hospitalized for treatment. "
438,,unknown,employee,construction,2,electrocution,"At 11:08 a.m. on April 10, 2017, Employee #1 and Coworker #1, employed by a sign company, were on a building roof and preparing to hang an advertising sign. Employee #1 used a rope to hoist an aluminum ladder up from the alley. He then grabbed the upper end of the ladder and began to walk backwards while dragging the ladder along the parapet wall.  The lower end of the ladder rose up and made contact with an energized high voltage power line operating at 4,800 volts that was in proximity to the building.  Employee #1 sustained an electric shock.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple burns. "
439,,yes,employee,other,1,fall,"At approximately 11:00 a.m. on April 10, 2017, an employee was walking down steps from the parking lot to the Leggett Special Events Center. The employee was descending the steps when he fell from the last step striking his head on the concrete. The employee suffered from head trauma and was killed. "
440,,yes,company,manufacturing,5,equipmentfail,"At approximately 10:30 a.m. on April 10, 2017, a crane operator, was using an overhead crane to move a coil of steel weighing 46,000 pounds. The coil fell from the clamp and impacted a second coil of steel located in the staging area which struck a third coil causing the third coil to fall. The employee was walking between the two coils at the time of impact and was crushed between the two. The employee fell to the floor and the third coil rolled onto the lower half of the employee's body. The employee was killed. "
441,,unknown,other,construction,5,unknown,"At approximately 10:00 a.m. on April 10, 2017, an employee was directing tree trunk piece after it was cut. A large piece of the tree trunk fell and hit the employee on the head. The employee suffered blunt force trauma to the head and was killed. "
442,,yes,employee,manufacturing,5,misuse,"At 10:00 p.m. on April 10, 2017, Employee #1 was operating a forklift, transporting a hopper to a trash bin. The employee raised the hopper to the trash bin and exited the forklift.  The employee used a wooden 2 by 4 inch board to assist him in unlatching the release lever. When the hopper tilted forward to the bin, his fingers were crushed, amputating his ring and middle fingers at the first index. "
443,,yes,employee,construction,5,head,"At approximately 10:30 a.m. on April 10, 2017, an employee was climbing a ladder. The employee fell from ladder. The employee suffered from head injuries and was killed. "
444,,unknown,employee,construction,4,manuallifting,"At 10:30 a.m. on April 10, 2017, Employee #1, employed by a heating and air conditioning contractor, was preparing to use a scissor lift to access and service a Mastercool evaporative cooler positioned at least 15 feet above grade.  A large tractor tire was blocking access to the scissor lift.  The tire weighed approximately 1,000 pounds, and measured approximately 76 inches in diameter and 26 inches wide.  Employee #1 attempted to manually move the tire.  As he was handling the tire, it fell against the scissor lift. Employee #1's right hand was caught between the tire and the scissor lift. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for fractures to his right hand's ring and middle fingers. "
445,,unknown,employee,manufacturing,5,misuse,"At 9:15 a.m. on April 10, 2017, Employee #1 was adjusting a 1.5 film used to packaged pistachios on the packaging machine. The machine cycled and the packing equipment jaws that make the cuts in the film crushed the employee's middle and ring finger on his left hand. "
446,,unknown,employee,agriculture,4,slip,"At 9:00 a.m. on April 10, 2017, Employee #1, a fire fighter, was responding to a vehicle fire on the shoulder of Highway 99.  The fire department response was from a Highway frontage road and parking lot.  Employee #1 was assisting with a hose lay from the fire engine to the vehicle on fire. The employee was coming up from a gully and stepping back into the parking lot, at a hurried pace. The final step into the parking lot was a step up of approximately one foot. As the employee stepped up into the parking lot, he heard a pop in the area of his right ankle. Employee #1 ruptured his right Achilles tendon and was hospitalized for his injury. "
447,,no,employee,other,2,fall,"At 9:30 a.m. on April 10, 2017, Employee #1 was using a single occupant restroom, when he fell and struck his head. The incident was unwitnessed. The employee stated that when he fell, he struck the back of his head, possibly on the sink and wall. The restroom was inspected immediately after the incident and found to be free of any standing water or any other substances or hazardous conditions which may have contributed to the employees fall. Employee #1 was transported via ambulance to a nearby hospital, where he was evaluated, treated, and released.  Later the same day, Employee #1 experienced seizure episodes while at home and returned to the hospital, where he was admitted and hospitalized for greater than 24 hours for treatment. "
448,,unknown,employee,manufacturing,5,employeeeager,"At 9:45 a.m. on April 10, 2017, Employee #1 set up the Hamai Double Sided Lapping Machine /Polisher, Serial # 9BF6B-4M10PD; NO3432; Date 2011.06, for cleaning. A lower drum rotates the bottom pad clockwise while the top pad rotates against the bottom pad counter-clockwise.  During conditioning mode, four gears are placed between the pads and rotate along the inside of the outer wall of the lower drum.  A gap of approximately 0.5625 inch was measured between the pads, exposing employees to crushing or amputation hazards from the rotating gears.  While a Plexiglas shield provided guarding around the sides and back of the machine, the track around the front of the machine was in unguarded. The front portion of the machine which was unguarded measured approximately 30 inches in width.  The employee placed the machine in conditioning mode by placing 5 wheels (gears) in between the two revolving machine pads.  While the machine was conditioning/cleaning its pads, the employee wiped down the outer rim of the machine near the conditioning operation.  Employee #1 inadvertently placed his left ring finger in the zone of danger and the gear rolled over the tip of his finger.  The employee reacted by pulling his finger out quickly, and discovered it was bleeding from a laceration. The incident was reported to the supervisor. eeding from a laceration. The incident was reported to the supervisor."
449,,yes,employee,construction,5,misuse,"At 9:00 a.m. on April l10, 2017, Employee #1 and Coworker #1, employed by a construction contractor, were working at a construction site.  Employee #1 was welding steel beams while working from a rolling scaffold.  Coworker #1 was asked to move the scaffold around a steel post.  As he pushed the scaffold, it tipped over, and Employee #1 fell, a fall height of approximately 20 feet. Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple injuries, including fractures to both legs, a fractured right ankle, a fractured left arm, and a fractured left wrist.  The subsequent investigation determined that the scaffold base was less than 6 feet wide and outriggers were not in use, and the caster wheels had not been locked in place.  In addition, the employees had not been trained on the safe use of rolling scaffolds. "
450,,yes,company,manufacturing,1,equipmentmalf,"At approximately 12:28 p.m. on April 10, 2017, a truck driver arrived at PEER 48 to deliver a container in the yard. The yard had a stable gravel surface and it was packed from vehicular traffic driving over it. The surface of the ground was mostly flat and did not have any inclines or large potholes that were noted. The employee pulled in and lined the container up for unloading, and quickly exited the vehicle. He approached the trailer operator's station and began to lower the container. The camera footage obtained from PEER 48 showed that as the container was being lowered, the truck was moving forward. After the container was flat on the ground, the employee quickly entered the area between the trailer and the truck to disconnect the cable that attached the two. The employee disconnected and stowed the cable and, for reasons unknown, remained in the area. Very shortly afterwards, the truck and trailer rolled backwards pinning the employee between the container and the trailer. The employee was crushed and killed. "
451,,unknown,employee,manufacturing,3,trip,"At 8:15 p.m. on April 10, 2017, Employee #1 was walking backwards while handling a big box. The employee tripped on a pallet jack that was not secured in place, and fell onto the concrete floor. Employee #1 sustained a fracture to his left wrist. "
452,,unknown,employee,manufacturing,4,equipmentmalf,"At 8:00 p.m. on April 10, 2017, Employee #1 was driving a water hauling truck and pulling a water tank trailer up a hill. The truck was unable to make it up the hill, and the trailer jack-knifed. The employee went down the hill, and a second truck was brought to the site to straighten the trailer and pull it down the hill.  As the trailer was pulled, it rolled onto its side, and struck Employee #1, breaking his upper right leg. The employee was hospitalized for his injury. "
453,,yes,employee,construction,5,equipmentmalf,"At 8:00 a.m. on April 10, 2017, Employee #1 was using a chain to tow a vehicle. A coworker was operating the John Deere Loader to pull the vehicle. The coworker activated the quick release on the pin disconnect button and the pin caught Employee #1's left hand index finger, amputating it. "
454,,unknown,employee,construction,5,falls,"At 8:15 a.m. on April 10, 2017, Employee #1, a construction subcontractor, was engaged in exterior carpentry at a multifamily building project.  He was attempting to set up trusses when he fell from the second story, a fall height of approximately 28 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for multiple leg and ankle fractures. "
455,,unknown,employee,construction,3,misuse,"At 7:00 a.m. on April 10, 2017, Employee #1 was using a ladder. The employee fell from the ladder and was struck by it. Employee #1 sustained a contusion to his neck, scrapes to his finger and a bruise to his leg. "
456,,yes,employee,agriculture,5,equipmentmalf,"At approximately 7:30 p.m. on April 10, 2017, a firefighter was participating in a live burn training evolution. The employee opened a bale of hose line prior to entering the structure to bleed off the pressure.  The employee then advanced hose line into burn building to extinguish fire. While inside the burn building's living room mock-up, the employee initiated an initial attack to extinguish the fire.  During the process of opening the bale of the hose's nozzle, the employee ""lost his footing"" because the ""hose kicked back"" resulting in the employee falling down.  The employee struck a door frame and then fell on to his back causing the employee to suffer a fractured right fibula and subsequent bilateral pulmonary emboli and was killed. "
457,,yes,employee,construction,5,unknown,"At 7:00 p.m. on April 10, 2017, Employee #1 was struck by a pallet jack when driven by a coworker. The employee was struck in the lower leg and later admitted to the hospital for his injuries. "
458,,yes,company,manufacturing,5,malfunction,"At 6:45 a.m. on April 10, 2017, Employee #1 was trying to remove aluminum dust/debris from the die of a 35-ton trim press. The four post hydraulic trim press malfunctioned and cycled. The employee sustained a crushing injury to his left thumb and an amputation of his left middle finger. "
459,,unknown,employee,other,2,tripping,"At 6:00 pm on April 10, 2017, Employee #1 was supervising youth at a facility. The doorbell rang and she got up to answer the door.  While approaching the door, she tripped over a dumbbell and landed on her knee, causing a dislocation of her left knee cap and tearing of her knee ligaments. Employee #1 was hospitalized for her injuries. "
460,,yes,company,construction,1,equipmentmalf,"At approximately 5:30 p.m. on April 10, 2017, an employee was putting work tools away inside a storage container onsite.  He was locking the door of the storage container. A bull dozer operator was waiting for the employee to lock a storage container so he could pull the machine up to the locked doors.  This was the company's practice to keep people from breaking into the storage container. The bulldozer operators foot accidently slipped off the brake because his boot was covered in mud.  The bulldozers drove forward striking the employee. The employee was caught between the bulldozer and a storage container. The employee suffered blunt force trauma injuries of torso and lower extremity and was killed.	 "
461,,unknown,employee,construction,4,falls,"At 5:00 p.m. on April 10, 2017, Employee #1, employed by a construction subcontractor at a multiemployer project for a multifamily residential building, was climbing an 8-foot stepladder.  He was using both hands in an attempt to take a measurement and thus did not have a stable three-point contact as he climbed.  Employee #1 lost his balance.  He leaned over the ladder, which slid out from under him.  Employee #1 fell, a fall height of 6 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for a fracture to his back. "
462,,unknown,employee,manufacturing,4,misuse,"At 5:30 p.m. on April 10, 2017, Employee #1 was using pressurized hot steam, trying to unclog a hopper that was loaded with feathers. The pressure blew the employee off of the auger, causing him to fall approximately 10 feet to the cement floor below. Employee #1 sustained a fracture to his forehead, as well as first and second degree burns. "
463,,yes,employee,construction,3,fall,"At 5:00 p.m. on April 10, 2017, Employee #1 fell approximately 8 feet off of a stair platform and broke his right leg. "
464,,unknown,employee,manufacturing,4,misjudgment,"At 4:45 a.m. on April 10, 2017, Employee #1 was removing cut boards from the component saw. As he turned to look at the specification sheet, he misjudged the space he had until he reached the chain. Employee #1 sustained an amputation to the tip of his right pinky finger. "
465,,yes,company,construction,5,ndefloreevent,"At approximately 3:00 p.m. on April 10, 2017, an employee was loading construction materials to a customer's truck. The employee was struck by a truck and was run over. The employee was killed. "
466,,unknown,employee,construction,4,misuse,"At 3:00 p.m. on April 10, 2017, Employee #1, employed by a construction company at a multiemployer construction project for a commercial building, was engaged in interior carpentry.  He was using a pneumatic nail gun and installing plywood sheeting on the floor.  Employee #1 depressed the nail gun's trigger and at the same time turned to secure a plywood corner.  The gun brushed the top of his right knee as it discharged, and a 3-inch nail was propelled into his knee.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for the injury to his knee. "
467,,unknown,employee,construction,3,misuse,"At 2:30 p.m. on April 10, 2017, Employee #1 and Coworker #1, employed by a construction subcontractor at a multiemployer construction project for a commercial building, were removing a light fixture from a roof joist. Employee #1 was standing at the base of a Werner 10-foot A-Frame ladder and steadying it.  Coworker #1 was standing on the ladder's top step and reaching up to a height as great as 16 feet to disconnect the 30-pound temporary halogen light fixture.  Coworker #1 disconnected the light fixture, but then lost control of the fixture.  The fixture fell, first striking a ceiling tile framing 9 feet above a concrete floor and then continuing to fall and striking Employee #1.  The light fixture fell approximately 16 feet before striking Employee #1.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for bruises, contusions, and possible nerve damage to the left shoulder and lower neck area. "
468,,yes,company,agriculture,1,kickback,"At approximately 2:30 p.m. on April 10, 2017, an employee was cutting down 32 inch diameter Poplar tree. The tree reportedly kicked back after striking a second tree, nearby. The employee was struck by the falling tree and suffered chest and head trauma. The employee was killed. "
469,,unknown,employee,construction,4,entanglement,"At 2:00 p.m. on April 10, 2017, Employee #1, a driver, was cleaning the belt of a live bottom asphalt trailer. During this process, the employee's cleaning tool was pulled into the moving belt. The belt then pulled the employee's right hand into the moving belt, causing injuries to his hand. "
470,,yes,employee,manufacturing,5,entanglement,"At 2:00 p.m. on April 10, 2017, Employee #1 was sanding a rod while the rod was spinning on a lathe. The employee was wearing cotton gloves and using a cloth. The cotton glove got caught on the rod while it was spinning, pulling his right ring finger onto the spinning rod. The employee's right ring finger was amputated at the second knuckle. "
471,,yes,employee,manufacturing,5,unknown,"At 2:30 p.m. on April 10, 2017, Employee #1 reached for a piece floating towards the valve. The valve closed, amputating his left middle finger. "
472,,yes,company,construction,1,heartattack,"At approximately 2:15 p.m. on April 10, 2017, an employee was measuring the base area for next day's scaffold erection on the fifteenth floor terrace. The employee tapped the shoulder of a coworker and said the scaffolding looks good, then told the coworker that he didn't feel well and that his blood pressure felt high.  The coworker told the employee that they could leave early and told him to sit down on a metal plate in the shade with some water. The coworker went to tell two other coworkers that the employee was not feeling well and that they were going to wrap up and leave.  When the coworker walked back to the employee, the employee was on lying on the ground, pale in color, with white foam around his mouth.  The coworker called the emergency medical services and waved the other coworkers over.  The coworker proceeded with cardio pulmonary resuscitation until the General Contractor took over till first responders arrived.  The employee died from a heart attack as ruled by the Orange County Coroner. "
473,,unknown,employee,agriculture,4,trip,"At 2:15 p.m. on April 10, 2017, Employee #1, a substitute teacher, was sitting at her desk, instructing kindergarteners to sit on a mat on the floor in order to be dismissed for the day. One of the kindergarteners abruptly stood up, and ran out of class, headed towards the main office. While watching the kindergartner leave the classroom, Employee #1 got up from her chair, walked out from behind the desk, and tripped over a chair that was 24 inches in height and had a 12 by 12 inch seat. The employee fell to the floor and fractured her left wrist. "
474,,yes,employee,construction,5,weldbreak,"At 1:45 p.m. on April 10, 2017, Employee #1 and Coworkers #1 and #2, employed by a construction company, were engaged in steel framing for a manufacturing plant.  Employee #1, working from an aerial lift approximately 4 feet above the ground, was assisting Coworker #1 to install steel door jams for overhead doors at the building's south docks.  Coworker #2, who was installing a 3 by 3 by 20 1/4-inch thick steel angle, was working from a second aerial lift approximately 30 to 40 feet above Employee #1.  Coworker #2 finished an initial tack weld and attempted to reposition his aerial lift.  The tack weld broke, and the steel member fell and struck Employee #1.  Emergency services were called, and Employee #1 was transported to the hospital.  She was admitted and treated for multiple fractures of the vertebrae, clavicle, and ribs. "
475,,yes,employee,manufacturing,5,humanerror,"At 1:20 a.m. on April 10, 2017, Employee #1 was cleaning and sanitizing an Idaho Steel extruding machine. The machine was energized and running while the employee attempted to remove material caught in the machine. As he reached in, his left hand was caught in an ingoing nip point, resulting in the partial amputation of the left middle and ring fingers. "
476,,yes,employee,manufacturing,5,humanerror,"At 1:15 a.m. on April 10, 2017, Employee #1 was cutting a metal piece with a horizontal band saw.The employee was wearing gloves and adjusting the clamp. While he was holding the piece, he sneezed and his left hand went into the running saw blade. Employee #1's thumb was amputated by the saw blade. saw blade. Employee #1's thumb was amputated by the saw blade."
477,,yes,employee,manufacturing,5,humanerror,"At 1:13 p.m. on April 10, 2017, Employee #1 was filling the quadrant ladle with iron from the holding ladle. The machine was in-between cycles, and the trough was not in the upright position. The quadrant ladle became overfilled, causing iron to pour out of the front of the quadrant ladle, missing the trough and burning Employee#1's feet. The employee was hospitalized for his injuries. "
478,,yes,employee,other,2,unknown,"At 1:00 p.m. on April 10, 2017, Employee #1 was involved in cable logging operations.The employee was struck in the head by a log, and sustained a head injury. "
479,,unknown,employee,manufacturing,2,misuse,"At 1:30 p.m. on April 10, 2017, Employee #1 was using a high speed mixer to mix hair care products. The employee sustained burns to his upper torso and face when the hot liquids from the mixer struck him on his upper torso and face. Employee #1 was hospitalized for second degree burns to his back, arms, and face. "
480,,yes,other,construction,5,unknown,"At 1:45 p.m. on April 10, 2017, Employee #1 was cleaning the excess dough off of the machine rollers. The employee's left hand became caught in the rollers and caused a skin laceration. The employee was hospitalized for the injury. "
481,,yes,company,construction,1,fall,"On April 9, 2017, an employee was framing a wall in a horizontal position prior to tipping up. Earlier, a coworker had cut a hole for a window which happened to be directly above the opening in the deck for the stair to the basement. The employee stepped on the window cutout and he and the cutout fell to the cement floor below. The employee suffered blunt force trauma to the head/neck area and was killed. "
482,,yes,other,construction,5,unknown,"At 12:30 p.m. on April 9, 2017, Employee #1 was using a meat slicer. He was wearing gloves and slicing ham. The employee's glove got caught in the blade, and his left thumb tip was amputated. "
483,,unknown,company,manufacturing,4,negligence,"At 8:00 p.m. on April 9, 2017, Employee #1 was bringing pans across the floor to wash. The filter machine was full of hot oil and the employee stepped in the hot oil that had been left on floor. Employee #1 sustained second degree burns to his right foot and was hospitalized for his injuries. "
484,,unknown,other,construction,5,unknown,"At 7:38 a.m. on April 9, 2017, Employee #1 was performing normal production work using an abrasive wheel saw. The abrasive wheel saw's counter weight broke, and the saw came down on the employee's hand, amputating three of his fingers. "
485,,unknown,employee,manufacturing,4,accident,"At 7:20 p.m. on April 9, 2017, Employee #1 was offloading a heavy pallet from a plane using a hand truck. While transferring the pallet to the hand truck, the employee's middle finger of his left hand was pinned between the hand truck and the pallet, fracturing it. Employee #1 was hospitalized for his injury. "
